"X","B","Y","U2"
11,14.5,18.25,8
16,10,14,1
24,26,16,13
16,23,19.5,14
11,8.5,19.25,2
10,21,16.5,15
11,8.5,16.25,2
21,16.5,14.25,5
3,12.5,7.25,10
7,18.5,12.25,14
18,12,10,2
7,15.5,20.75,11
12,14,16,7
8,18,12,13
23,25.5,25.75,13
24,22,17,9
20,21,18.5,10
11,18.5,22.25,12
26,22,23,8
25,17.5,23.75,4
19,20.5,20.25,10
23,15.5,10.75,3
14,11,15.5,3
17,11.5,17.75,2
23,25.5,16.75,13
26,18,12,4
5,6.5,12.25,3
12,11,14.5,4
24,19,17.5,6
14,23,18.5,15
28,24,15,9
14,21,13.5,13
23,13.5,12.75,1
20,19,12.5,8
17,19.5,22.75,10
24,28,24,15
14,16,11,8
12,12,7,5
25,17.5,21.75,4
3,6.5,17.25,4
27,23.5,17.75,9
16,19,19.5,10
7,18.5,14.25,14
20,13,21.5,2
16,12,10,3
15,9.5,9.75,1
14,17,13.5,9
17,11.5,10.75,2
19,12.5,11.25,2
11,15.5,14.75,9
26,19,12.5,5
27,15.5,21.75,1
12,22,21,15
20,23,12.5,12
20,18,24,7
25,15.5,20.75,2
26,15,20.5,1
14,22,26,14
25,17.5,21.75,4
16,12,13,3
9,15.5,20.75,10
8,10,6,5
18,24,23,14
12,16,22,9
5,17.5,15.75,14
10,15,20.5,9
15,15.5,17.75,7
24,27,15.5,14
22,27,14.5,15
21,22.5,19.25,11
14,22,17,14
26,27,15.5,13
19,25.5,24.75,15
3,8.5,7.25,6
9,10.5,14.25,5
21,22.5,26.25,11
16,23,25.5,14
17,13.5,18.75,4
4,17,11.5,14
14,13,9.5,5
12,18,19,11
14,9,13.5,1
9,15.5,17.75,10
17,21.5,15.75,12
22,22,20,10
22,21,24.5,9
20,24,18,13
28,18,10,3
18,21,22.5,11
13,18.5,18.25,11
5,18.5,10.25,15
20,25,14.5,14
18,23,16.5,13
11,18.5,16.25,12
9,11.5,6.75,6
14,9,16.5,1
11,18.5,21.25,12
15,14.5,9.25,6
15,20.5,15.25,12
21,17.5,10.75,6
15,15.5,13.75,7
19,23.5,21.75,13
26,20,19,6
9,19.5,13.75,14
19,23.5,19.75,13
17,21.5,21.75,12
21,23.5,20.75,12
22,23,16.5,11
14,20,22,12
15,21.5,18.75,13
16,18,17,9
18,20,14,10
23,26.5,26.25,14
25,27.5,19.75,14
25,24.5,18.25,11
21,18.5,24.25,7
15,11.5,9.75,3
24,21,17.5,8
19,19.5,12.75,9
22,16,19,4
10,17,18.5,11
15,17.5,22.75,9
14,18,11,10
21,12.5,15.25,1
8,20,18,15
12,20,17,13
21,25.5,24.75,14
16,21,19.5,12
18,25,20.5,15
18,21,17.5,11
8,6,15,1
6,17,22.5,13
18,24,17,14
26,24,22,10
21,17.5,11.75,6
14,11,11.5,3
25,18.5,17.25,5
16,18,23,9
14,22,20,14
12,22,16,15
16,22,18,13
23,19.5,19.75,7
14,11,6.5,3
11,21.5,23.75,15
19,18.5,23.25,8
13,16.5,14.25,9
22,26,15,14
20,22,23,11
15,14.5,13.25,6
8,7,6.5,2
12,12,11,5
6,18,22,14
14,19,23.5,11
13,9.5,17.75,2
26,22,14,8
24,18,20,5
19,24.5,14.25,14
18,17,10.5,7
7,17.5,15.75,13
18,12,15,2
12,22,12,15
14,16,23,8
18,13,11.5,3
18,14,18,4
15,17.5,23.75,9
12,20,15,13
16,23,15.5,14
15,18.5,20.25,10
22,24,19,12
15,21.5,24.75,13
16,12,15,3
19,25.5,17.75,15
18,25,21.5,15
17,13.5,7.75,4
17,21.5,12.75,12
16,19,10.5,10
12,12,7,5
21,21.5,14.75,10
17,13.5,8.75,4
25,15.5,18.75,2
13,12.5,10.25,5
3,6.5,10.25,4
15,20.5,24.25,12
18,23,15.5,13
22,14,18,2
15,15.5,22.75,7
19,14.5,15.25,4
16,11,8.5,2
11,14.5,11.25,8
19,15.5,22.75,5
11,14.5,13.25,8
6,15,15.5,11
23,15.5,11.75,3
12,8,13,1
9,7.5,15.75,2
20,17,19.5,6
23,20.5,13.25,8
8,15,18.5,10
21,25.5,16.75,14
27,18.5,12.25,4
24,16,9,3
16,19,23.5,10
25,19.5,18.75,6
21,16.5,23.25,5
22,14,19,2
22,16,10,4
15,15.5,10.75,7
19,23.5,15.75,13
7,6.5,15.25,2
16,11,14.5,2
3,11.5,17.75,9
18,14,9,4
9,15.5,10.75,10
6,11,7.5,7
23,14.5,16.25,2
5,9.5,13.75,6
11,7.5,18.75,1
21,24.5,19.25,13
21,21.5,11.75,10
16,20,15,11
26,28,28,14
8,20,16,15
11,11.5,15.75,5
18,15,18.5,5
16,22,18,13
8,13,15.5,8
16,11,14.5,2
15,15.5,12.75,7
6,9,5.5,5
13,14.5,14.25,7
20,20,17,9
23,24.5,18.25,12
14,18,24,10
19,16.5,15.25,6
10,13,21.5,7
16,23,12.5,14
21,19.5,16.75,8
15,15.5,21.75,7
8,17,11.5,12
9,13.5,7.75,8
9,18.5,17.25,13
15,20.5,23.25,12
19,25.5,20.75,15
22,20,18,8
8,11,7.5,6
8,12,9,7
17,17.5,11.75,8
19,18.5,20.25,8
14,22,24,14
10,21,17.5,15
9,20.5,11.25,15
6,9,16.5,5
18,13,19.5,3
24,25,25.5,12
17,16.5,23.25,7
5,14.5,10.25,11
15,13.5,13.75,5
22,21,11.5,9
10,13,15.5,7
29,20.5,16.25,5
15,13.5,11.75,5
15,22.5,22.25,14
7,7.5,8.75,3
14,12,15,4
22,22,19,10
23,18.5,22.25,6
26,27,17.5,13
13,21.5,11.75,14
19,22.5,22.25,12
10,9,17.5,3
26,25,17.5,11
6,6,6,2
10,10,8,4
13,8.5,9.25,1
14,14,8,6
8,20,18,15
13,19.5,15.75,12
25,19.5,20.75,6
18,13,8.5,3
23,21.5,23.75,9
9,12.5,14.25,7
22,24,13,12
18,15,22.5,5
14,20,11,12
12,10,15,3
12,10,13,3
24,26,17,13
10,18,18,12
26,21,11.5,7
27,28.5,18.25,14
6,15,18.5,11
28,26,21,11
16,22,24,13
10,9,19.5,3
7,5.5,15.75,1
15,13.5,8.75,5
24,27,28.5,14
9,13.5,9.75,8
22,20,20,8
8,9,13.5,4
21,17.5,9.75,6
15,16.5,22.25,8
23,25.5,17.75,13
12,21,22.5,14
13,13.5,12.75,6
13,19.5,13.75,12
17,22.5,14.25,13
17,18.5,10.25,9
23,18.5,16.25,6
18,17,16.5,7
17,18.5,15.25,9
25,22.5,15.25,9
19,18.5,11.25,8
26,18,15,4
15,18.5,18.25,10
14,22,25,14
19,24.5,17.25,14
11,9.5,5.75,3
27,27.5,22.75,13
13,9.5,15.75,2
14,17,12.5,9
15,16.5,17.25,8
18,15,17.5,5
10,8,12,2
19,25.5,13.75,15
19,20.5,22.25,10
17,10.5,15.25,1
22,26,14,14
19,13.5,13.75,3
19,24.5,25.25,14
9,6.5,18.25,1
27,17.5,14.75,3
11,17.5,16.75,11
20,16,23,5
22,23,25.5,11
18,25,27.5,15
19,14.5,21.25,4
11,12.5,18.25,6
8,9,8.5,4
18,17,9.5,7
16,15,11.5,6
18,11,9.5,1
16,14,10,5
23,16.5,14.25,4
14,10,7,2
15,17.5,19.75,9
18,11,13.5,1
18,19,23.5,9
17,24.5,16.25,15
22,27,15.5,15
10,12,16,6
9,7.5,5.75,2
13,17.5,14.75,10
21,18.5,13.25,7
20,17,19.5,6
6,11,20.5,7
27,27.5,26.75,13
17,20.5,21.25,11
21,23.5,19.75,12
23,20.5,25.25,8
8,7,15.5,2
15,9.5,12.75,1
14,15,14.5,7
4,10,6,7
10,18,16,12
14,14,20,6
6,11,6.5,7
12,22,17,15
9,17.5,10.75,12
9,17.5,19.75,12
8,13,13.5,8
27,26.5,26.25,12
20,18,10,7
8,13,16.5,8
22,20,21,8
4,5,15.5,2
29,30.5,23.25,15
15,11.5,9.75,3
14,16,15,8
12,21,19.5,14
12,14,18,7
16,18,17,9
9,13.5,21.75,8
13,17.5,12.75,10
13,11.5,11.75,4
19,19.5,10.75,9
15,16.5,11.25,8
19,15.5,8.75,5
15,19.5,24.75,11
10,17,17.5,11
23,17.5,21.75,5
10,18,11,12
20,12,19,1
13,22.5,25.25,15
10,8,10,2
11,11.5,14.75,5
16,14,13,5
12,8,11,1
20,19,15.5,8
20,21,24.5,10
14,9,17.5,1
11,19.5,18.75,13
18,23,22.5,13
17,16.5,20.25,7
16,23,23.5,14
10,7,14.5,1
15,11.5,17.75,3
19,21.5,12.75,11
25,14.5,19.25,1
9,6.5,16.25,1
16,17,23.5,8
15,12.5,16.25,4
18,11,12.5,1
9,8.5,19.25,3
21,20.5,14.25,9
17,18.5,21.25,9
25,28.5,22.25,15
22,13,20.5,1
12,9,8.5,2
15,10.5,20.25,2
19,15.5,20.75,5
7,19.5,14.75,15
12,12,10,5
17,16.5,20.25,7
29,24.5,13.25,9
14,9,17.5,1
15,10.5,6.25,2
28,20,13,5
16,17,17.5,8
17,18.5,17.25,9
15,17.5,13.75,9
18,23,23.5,13
20,24,20,13
8,17,12.5,12
20,13,17.5,2
6,6,5,2
14,21,11.5,13
4,12,14,9
20,23,15.5,12
23,15.5,18.75,3
16,17,13.5,8
9,14.5,8.25,9
14,10,6,2
18,11,15.5,1
11,15.5,14.75,9
19,14.5,12.25,4
7,14.5,14.25,10
18,11,18.5,1
14,10,18,2
6,15,19.5,11
28,20,18,5
18,25,16.5,15
19,25.5,19.75,15
12,11,12.5,4
16,16,21,7
5,13.5,10.75,10
19,15.5,21.75,5
10,11,17.5,5
22,15,16.5,3
14,20,15,12
16,22,25,13
15,10.5,20.25,2
14,13,21.5,5
7,15.5,17.75,11
20,15,17.5,4
10,15,21.5,9
16,18,23,9
22,22,14,10
21,13.5,17.75,2
20,13,21.5,2
25,15.5,8.75,2
4,17,18.5,14
22,18,10,6
8,9,16.5,4
25,24.5,20.25,11
10,19,13.5,13
14,18,12,10
26,26,15,12
11,11.5,20.75,5
16,10,20,1
23,20.5,18.25,8
19,22.5,13.25,12
20,15,8.5,4
13,19.5,17.75,12
6,5,17.5,1
19,19.5,20.75,9
15,17.5,9.75,9
12,12,15,5
13,18.5,10.25,11
21,14.5,11.25,3
28,25,13.5,10
16,17,15.5,8
17,10.5,14.25,1
18,21,19.5,11
19,21.5,13.75,11
26,24,26,10
4,15,11.5,12
6,18,21,14
20,22,24,11
17,13.5,10.75,4
16,15,17.5,6
7,19.5,21.75,15
5,5.5,5.75,2
8,7,9.5,2
28,29,20.5,14
20,26,19,15
27,18.5,23.25,4
13,16.5,22.25,9
17,12.5,16.25,3
16,23,20.5,14
16,18,20,9
4,6,15,3
16,10,16,1
12,13,20.5,6
17,12.5,21.25,3
9,10.5,7.25,5
18,15,17.5,5
24,18,23,5
27,24.5,24.25,10
18,11,11.5,1
7,18.5,13.25,14
12,9,6.5,2
6,5,4.5,1
12,18,13,11
11,8.5,6.25,2
8,19,23.5,14
3,3.5,13.75,1
28,19,18.5,4
8,9,12.5,4
14,20,16,12
16,12,14,3
15,16.5,13.25,8
15,19.5,14.75,11
11,10.5,6.25,4
9,15.5,22.75,10
25,22.5,13.25,9
18,24,18,14
14,14,11,6
8,14,22,9
26,15,11.5,1
17,21.5,20.75,12
3,14.5,17.25,12
11,14.5,18.25,8
13,22.5,17.25,15
20,12,11,1
17,23.5,25.75,14
14,10,18,2
12,10,17,3
16,12,14,3
15,15.5,21.75,7
19,11.5,7.75,1
17,12.5,8.25,3
14,15,10.5,7
22,18,11,6
7,14.5,20.25,10
23,14.5,10.25,2
26,24,26,10
15,15.5,20.75,7
18,19,15.5,9
15,14.5,14.25,6
25,15.5,19.75,2
10,20,24,14
11,12.5,12.25,6
27,25.5,16.75,11
18,15,8.5,5
14,11,18.5,3
14,21,18.5,13
17,13.5,16.75,4
14,12,12,4
18,23,15.5,13
22,27,20.5,15
10,7,8.5,1
13,17.5,15.75,10
5,9.5,6.75,6
3,6.5,17.25,4
8,15,14.5,10
19,14.5,9.25,4
20,26,27,15
29,29.5,17.75,14
6,13,8.5,9
18,22,17,12
21,23.5,14.75,12
19,13.5,9.75,3
16,13,10.5,4
12,18,20,11
16,12,18,3
12,8,7,1
19,19.5,23.75,9
20,17,21.5,6
14,12,7,4
14,21,17.5,13
20,22,17,11
14,17,19.5,9
26,15,12.5,1
9,16.5,21.25,11
25,20.5,25.25,7
12,22,12,15
16,12,7,3
4,4,16,1
24,25,19.5,12
8,19,16.5,14
29,24.5,20.25,9
10,8,5,2
20,13,18.5,2
12,22,18,15
11,12.5,11.25,6
17,14.5,16.25,5
17,21.5,17.75,12
24,21,24.5,8
17,21.5,15.75,12
12,12,14,5
5,12.5,9.25,9
10,9,16.5,3
19,24.5,17.25,14
14,10,7,2
17,10.5,16.25,1
8,17,9.5,12
14,10,9,2
16,16,14,7
14,11,19.5,3
15,20.5,24.25,12
21,22.5,23.25,11
16,14,17,5
23,24.5,21.25,12
5,6.5,10.25,3
19,17.5,16.75,7
18,17,18.5,7
25,15.5,20.75,2
15,13.5,8.75,5
13,13.5,20.75,6
5,12.5,10.25,9
15,20.5,15.25,12
8,6,12,1
18,22,18,12
19,18.5,18.25,8
10,7,9.5,1
23,21.5,20.75,9
19,25.5,20.75,15
19,12.5,20.25,2
7,13.5,10.75,9
9,6.5,14.25,1
7,10.5,11.25,6
5,7.5,5.75,4
16,10,6,1
13,17.5,14.75,10
25,26.5,16.25,13
13,18.5,19.25,11
15,23.5,23.75,15
17,16.5,20.25,7
29,16.5,13.25,1
19,19.5,18.75,9
21,14.5,16.25,3
10,16,13,10
9,20.5,24.25,15
23,22.5,21.25,10
18,12,18,2
19,18.5,13.25,8
27,26.5,21.25,12
19,12.5,21.25,2
17,13.5,8.75,4
19,19.5,19.75,9
17,19.5,17.75,10
7,13.5,18.75,9
14,17,16.5,9
10,13,11.5,7
16,20,16,11
26,16,21,2
11,18.5,18.25,12
23,24.5,22.25,12
7,5.5,9.75,1
28,23,12.5,8
17,14.5,19.25,5
23,25.5,22.75,13
20,15,19.5,4
23,18.5,14.25,6
27,16.5,22.25,2
17,23.5,24.75,14
6,16,11,12
28,27,28.5,12
23,27.5,28.75,15
9,13.5,10.75,8
14,10,16,2
7,9.5,18.75,5
21,17.5,23.75,6
17,22.5,12.25,13
20,23,13.5,12
28,26,19,11
12,13,17.5,6
9,6.5,8.25,1
13,20.5,16.25,13
20,15,16.5,4
6,14,11,10
25,19.5,12.75,6
15,14.5,13.25,6
17,22.5,24.25,13
22,24,25,12
17,24.5,22.25,15
22,24,22,12
16,14,21,5
28,23,22.5,8
28,22,24,7
17,22.5,25.25,13
23,25.5,14.75,13
16,18,10,9
6,5,5.5,1
9,11.5,16.75,6
13,8.5,12.25,1
6,12,8,8
22,27,21.5,15
6,6,9,2
12,22,18,15
11,12.5,11.25,6
21,22.5,12.25,11
25,20.5,20.25,7
12,13,11.5,6
16,23,20.5,14
23,16.5,21.25,4
8,19,18.5,14
7,7.5,4.75,3
11,7.5,12.75,1
5,15.5,14.75,12
12,16,20,9
11,18.5,16.25,12
24,27,14.5,14
9,18.5,13.25,13
24,22,25,9
26,19,17.5,5
8,17,12.5,12
8,8,14,3
21,15.5,18.75,4
17,21.5,14.75,12
12,18,19,11
7,11.5,10.75,7
3,6.5,8.25,4
27,15.5,11.75,1
13,22.5,16.25,15
10,11,13.5,5
26,16,18,2
6,8,7,4
7,16.5,19.25,12
15,22.5,25.25,14
10,8,15,2
20,17,11.5,6
10,15,10.5,9
12,8,6,1
19,14.5,14.25,4
22,23,12.5,11
20,25,17.5,14
10,11,17.5,5
27,25.5,16.75,11
7,7.5,12.75,3
24,23,16.5,10
26,17,12.5,3
22,22,16,10
16,18,13,9
12,17,12.5,10
12,17,14.5,10
15,15.5,16.75,7
19,23.5,20.75,13
2,4,14,2
15,11.5,20.75,3
19,16.5,18.25,6
11,19.5,10.75,13
13,22.5,14.25,15
16,19,14.5,10
18,15,17.5,5
7,6.5,12.25,2
7,5.5,9.75,1
11,21.5,17.75,15
8,9,14.5,4
13,10.5,18.25,3
11,20.5,21.25,14
14,21,25.5,13
23,18.5,20.25,6
24,28,15,15
17,12.5,15.25,3
11,20.5,15.25,14
5,11.5,8.75,8
15,12.5,20.25,4
26,26,21,12
6,7,9.5,3
26,15,16.5,1
14,15,17.5,7
25,28.5,23.25,15
16,11,7.5,2
10,7,15.5,1
24,17,19.5,4
19,11.5,13.75,1
5,10.5,15.25,7
15,20.5,11.25,12
20,12,18,1
8,9,8.5,4
12,18,10,11
15,15.5,12.75,7
12,17,17.5,10
17,15.5,14.75,6
15,16.5,11.25,8
28,16,22,1
24,17,23.5,4
25,16.5,21.25,3
20,26,14,15
16,17,17.5,8
17,24.5,22.25,15
23,15.5,19.75,3
14,11,17.5,3
17,13.5,19.75,4
20,26,15,15
24,16,21,3
15,20.5,25.25,12
25,16.5,10.25,3
11,8.5,16.25,2
18,15,21.5,5
2,17,15.5,15
11,12.5,7.25,6
20,12,10,1
19,17.5,20.75,7
18,13,20.5,3
23,19.5,14.75,7
14,12,20,4
16,17,19.5,8
15,20.5,23.25,12
13,21.5,21.75,14
27,20.5,15.25,6
17,14.5,10.25,5
19,24.5,23.25,14
10,8,6,2
18,14,20,4
17,13.5,10.75,4
19,16.5,14.25,6
26,22,14,8
17,14.5,17.25,5
15,22.5,26.25,14
11,12.5,18.25,6
15,15.5,12.75,7
12,16,23,9
21,26.5,17.25,15
15,16.5,9.25,8
14,12,16,4
10,11,18.5,5
18,15,18.5,5
20,13,21.5,2
30,28,21,12
12,21,24.5,14
20,19,14.5,8
13,10.5,17.25,3
9,8.5,8.25,3
14,23,25.5,15
8,12,16,7
20,23,20.5,12
14,20,11,12
12,18,13,11
13,19.5,13.75,12
15,14.5,19.25,6
14,14,12,6
28,18,19,3
20,24,21,13
17,22.5,19.25,13
7,15.5,12.75,11
24,26,20,13
22,24,18,12
18,14,8,4
14,12,18,4
28,17,15.5,2
14,9,11.5,1
12,10,14,3
8,18,17,13
23,15.5,16.75,3
13,12.5,16.25,5
11,20.5,21.25,14
21,12.5,17.25,1
16,23,14.5,14
14,14,15,6
14,21,17.5,13
28,28,15,13
19,20.5,25.25,10
16,10,17,1
9,17.5,9.75,12
12,8,13,1
20,15,11.5,4
22,13,8.5,1
15,15.5,9.75,7
11,21.5,17.75,15
19,15.5,14.75,5
5,13.5,13.75,10
18,12,14,2
10,18,11,12
17,21.5,18.75,12
17,14.5,16.25,5
16,23,14.5,14
8,15,8.5,10
20,13,16.5,2
14,17,18.5,9
15,20.5,23.25,12
11,12.5,8.25,6
7,15.5,9.75,11
28,27,24.5,12
21,12.5,21.25,1
28,22,13,7
23,19.5,15.75,7
12,21,19.5,14
20,24,26,13
15,16.5,17.25,8
18,21,23.5,11
18,19,16.5,9
14,9,16.5,1
20,25,16.5,14
14,18,15,10
21,17.5,17.75,6
28,26,23,11
18,24,27,14
13,14.5,13.25,7
21,16.5,23.25,5
14,13,11.5,5
22,20,15,8
17,15.5,9.75,6
23,26.5,26.25,14
25,21.5,17.75,8
20,12,17,1
14,22,16,14
13,20.5,20.25,13
9,17.5,17.75,12
27,20.5,19.25,6
15,17.5,14.75,9
10,14,19,8
15,15.5,21.75,7
4,15,15.5,12
16,20,17,11
22,16,18,4
11,12.5,9.25,6
23,21.5,13.75,9
12,17,11.5,10
17,17.5,21.75,8
20,25,16.5,14
13,16.5,9.25,9
5,13.5,20.75,10
8,17,17.5,12
16,22,19,13
12,8,10,1
24,21,17.5,8
9,7.5,16.75,2
14,17,18.5,9
30,29,26.5,13
8,19,21.5,14
23,25.5,20.75,13
11,10.5,19.25,4
21,24.5,16.25,13
17,11.5,13.75,2
11,18.5,18.25,12
13,22.5,14.25,15
23,16.5,21.25,4
13,12.5,18.25,5
18,11,11.5,1
10,20,18,14
18,20,11,10
21,19.5,17.75,8
25,28.5,28.25,15
10,20,11,14
12,9,11.5,2
24,20,20,7
10,9,7.5,3
16,20,24,11
21,21.5,20.75,10
7,15.5,21.75,11
27,23.5,19.75,9
5,7.5,7.75,4
4,5,16.5,2
12,14,20,7
22,26,18,14
18,13,8.5,3
19,13.5,10.75,3
28,22,15,7
8,20,20,15
23,25.5,17.75,13
17,15.5,22.75,6
17,20.5,23.25,11
8,16,19,11
19,22.5,20.25,12
13,15.5,19.75,8
22,25,17.5,13
15,20.5,22.25,12
9,9.5,13.75,4
11,8.5,13.25,2
17,16.5,22.25,7
21,15.5,8.75,4
12,9,9.5,2
13,20.5,16.25,13
16,24,14,15
16,10,11,1
16,21,19.5,12
23,23.5,14.75,11
20,16,9,5
18,13,10.5,3
4,17,19.5,14
17,13.5,11.75,4
20,13,19.5,2
18,23,26.5,13
14,11,8.5,3
11,11.5,8.75,5
13,22.5,18.25,15
25,16.5,21.25,3
16,18,24,9
25,16.5,16.25,3
13,10.5,13.25,3
5,12.5,12.25,9
15,21.5,20.75,13
21,24.5,19.25,13
6,11,6.5,7
14,18,24,10
17,17.5,18.75,8
8,16,12,11
11,9.5,14.75,3
18,14,17,4
9,17.5,21.75,12
12,13,10.5,6
4,18,11,15
23,21.5,25.75,9
8,16,20,11
15,12.5,21.25,4
22,18,16,6
21,14.5,19.25,3
6,15,9.5,11
15,17.5,15.75,9
18,14,19,4
15,11.5,20.75,3
15,10.5,20.25,2
3,14.5,11.25,12
11,10.5,7.25,4
11,18.5,16.25,12
8,17,22.5,12
15,11.5,11.75,3
26,19,19.5,5
8,6,8,1
18,12,11,2
24,17,11.5,4
17,10.5,9.25,1
23,21.5,20.75,9
23,14.5,18.25,2
12,22,20,15
18,21,21.5,11
17,24.5,19.25,15
15,9.5,13.75,1
17,11.5,6.75,2
7,17.5,10.75,13
10,13,16.5,7
26,17,17.5,3
10,16,21,10
6,17,13.5,13
16,11,12.5,2
6,13,7.5,9
11,9.5,14.75,3
13,8.5,14.25,1
16,12,11,3
14,14,18,6
23,18.5,14.25,6
17,14.5,13.25,5
10,14,18,8
9,7.5,10.75,2
23,21.5,20.75,9
15,13.5,11.75,5
8,7,4.5,2
25,22.5,22.25,9
20,22,18,11
16,19,23.5,10
12,8,8,1
20,14,14,3
22,14,17,2
16,15,14.5,6
7,7.5,12.75,3
26,15,11.5,1
16,17,15.5,8
20,23,15.5,12
22,16,19,4
15,23.5,13.75,15
15,14.5,9.25,6
4,14,12,11
6,8,11,4
13,14.5,15.25,7
17,10.5,11.25,1
18,23,14.5,13
15,15.5,16.75,7
10,16,22,10
21,21.5,20.75,10
17,18.5,19.25,9
16,14,17,5
25,18.5,13.25,5
5,9.5,9.75,6
10,17,20.5,11
11,17.5,18.75,11
14,22,15,14
26,20,15,6
19,23.5,23.75,13
28,30,16,15
18,23,18.5,13
5,13.5,20.75,10
13,12.5,8.25,5
16,19,11.5,10
10,16,22,10
8,14,10,9
19,19.5,20.75,9
11,17.5,15.75,11
15,20.5,13.25,12
16,22,14,13
16,16,13,7
21,15.5,12.75,4
5,12.5,7.25,9
10,12,14,6
18,20,25,10
24,28,29,15
25,26.5,16.25,13
23,15.5,16.75,3
8,19,18.5,14
2,15,15.5,13
10,7,5.5,1
21,13.5,16.75,2
20,20,14,9
14,17,22.5,9
16,19,11.5,10
19,21.5,25.75,11
29,21.5,18.75,6
13,10.5,18.25,3
2,3,16.5,1
22,17,22.5,5
16,14,20,5
12,20,11,13
7,11.5,16.75,7
12,15,9.5,8
11,7.5,13.75,1
11,13.5,7.75,7
13,10.5,6.25,3
15,11.5,8.75,3
26,22,13,8
12,18,16,11
13,21.5,15.75,14
16,20,19,11
11,20.5,23.25,14
9,6.5,4.25,1
17,18.5,21.25,9
22,22,15,10
27,18.5,14.25,4
17,12.5,12.25,3
26,16,22,2
17,14.5,14.25,5
23,24.5,17.25,12
14,14,14,6
17,17.5,12.75,8
22,14,15,2
22,19,23.5,7
16,17,15.5,8
12,22,21,15
17,18.5,11.25,9
10,9,6.5,3
29,29.5,17.75,14
25,21.5,12.75,8
16,20,16,11
22,20,16,8
22,26,18,14
20,13,16.5,2
17,11.5,19.75,2
14,22,26,14
13,17.5,20.75,10
25,27.5,15.75,14
17,21.5,15.75,12
11,14.5,17.25,8
16,10,10,1
18,16,21,6
9,6.5,17.25,1
13,11.5,7.75,4
27,29.5,18.75,15
26,17,10.5,3
13,15.5,12.75,8
22,25,23.5,13
20,19,18.5,8
6,11,8.5,7
20,19,15.5,8
7,13.5,16.75,9
15,18.5,15.25,10
22,16,15,4
14,17,17.5,9
24,25,27.5,12
26,21,18.5,7
21,15.5,16.75,4
6,12,7,8
22,18,19,6
9,12.5,8.25,7
25,17.5,21.75,4
22,17,19.5,5
20,26,26,15
6,8,19,4
8,12,21,7
10,14,20,8
15,23.5,19.75,15
12,9,19.5,2
7,9.5,12.75,5
9,11.5,13.75,6
25,28.5,22.25,15
3,14.5,8.25,12
13,18.5,24.25,11
6,19,13.5,15
19,19.5,24.75,9
21,25.5,15.75,14
13,8.5,16.25,1
15,9.5,15.75,1
21,14.5,13.25,3
14,17,18.5,9
14,19,24.5,11
17,17.5,23.75,8
20,21,22.5,10
15,10.5,20.25,2
26,23,26.5,9
12,15,16.5,8
10,13,19.5,7
7,15.5,12.75,11
10,9,9.5,3
7,10.5,18.25,6
14,17,20.5,9
16,14,17,5
20,16,19,5
9,14.5,9.25,9
21,14.5,21.25,3
20,24,20,13
10,19,18.5,13
20,18,14,7
9,17.5,18.75,12
16,11,19.5,2
23,22.5,12.25,10
22,17,12.5,5
20,16,21,5
27,27.5,25.75,13
12,19,21.5,12
19,24.5,13.25,14
16,18,24,9
16,18,16,9
11,19.5,13.75,13
11,16.5,16.25,10
11,19.5,22.75,13
4,9,5.5,6
28,25,15.5,10
17,17.5,18.75,8
10,18,10,12
5,7.5,12.75,4
15,18.5,13.25,10
26,25,20.5,11
29,23.5,17.75,8
6,16,16,12
6,9,6.5,5
16,18,22,9
16,12,14,3
18,17,17.5,7
15,20.5,12.25,12
17,10.5,7.25,1
25,20.5,20.25,7
14,19,10.5,11
10,7,6.5,1
16,20,14,11
8,13,7.5,8
22,22,13,10
14,14,22,6
11,12.5,14.25,6
13,12.5,19.25,5
22,21,19.5,9
21,19.5,10.75,8
30,23,25.5,7
11,10.5,12.25,4
17,22.5,20.25,13
11,9.5,10.75,3
18,19,11.5,9
15,14.5,22.25,6
21,14.5,20.25,3
22,24,17,12
11,15.5,19.75,9
12,22,12,15
17,24.5,14.25,15
14,17,9.5,9
14,22,23,14
17,18.5,12.25,9
17,10.5,13.25,1
12,15,18.5,8
29,26.5,17.25,11
14,16,14,8
25,17.5,11.75,4
16,22,26,13
13,19.5,16.75,12
16,15,12.5,6
21,12.5,15.25,1
16,24,17,15
17,24.5,17.25,15
25,28.5,17.25,15
4,9,14.5,6
17,10.5,7.25,1
21,26.5,28.25,15
11,20.5,18.25,14
5,9.5,16.75,6
17,17.5,18.75,8
10,20,23,14
21,25.5,13.75,14
20,20,20,9
16,13,21.5,4
14,10,17,2
17,13.5,19.75,4
16,22,26,13
18,18,19,8
13,10.5,9.25,3
19,12.5,19.25,2
4,16,22,13
10,18,10,12
17,22.5,13.25,13
19,20.5,14.25,10
13,9.5,12.75,2
21,25.5,24.75,14
11,8.5,12.25,2
14,21,16.5,13
9,8.5,14.25,3
27,27.5,22.75,13
20,22,21,11
23,22.5,26.25,10
6,6,11,2
11,13.5,19.75,7
26,22,12,8
22,16,23,4
11,9.5,15.75,3
17,22.5,14.25,13
22,19,21.5,7
16,16,10,7
20,12,18,1
22,23,12.5,11
19,12.5,9.25,2
11,12.5,21.25,6
4,16,14,13
13,14.5,21.25,7
15,12.5,7.25,4
22,19,19.5,7
18,24,19,14
13,14.5,11.25,7
26,20,16,6
15,21.5,14.75,13
23,27.5,26.75,15
16,15,10.5,6
13,21.5,12.75,14
