"X","B","Y"
27,26.5,24.25
10,19,24.5
22,24,19
7,12.5,12.25
15,20.5,13.25
19,14.5,18.25
16,10,19
29,21.5,25.75
13,15.5,21.75
18,12,7
15,16.5,23.25
25,21.5,20.75
14,15,10.5
4,12,10
21,19.5,13.75
9,11.5,19.75
3,9.5,11.75
12,22,24
12,22,16
15,15.5,20.75
14,17,16.5
16,23,20.5
11,8.5,5.25
10,17,10.5
25,26.5,21.25
15,20.5,19.25
17,18.5,13.25
18,14,14
15,10.5,16.25
17,18.5,12.25
19,18.5,22.25
7,10.5,15.25
12,8,13
21,16.5,21.25
25,21.5,19.75
14,18,12
23,21.5,25.75
16,19,23.5
15,19.5,23.75
16,11,6.5
13,22.5,24.25
20,26,19
18,18,12
28,19,11.5
15,12.5,18.25
26,24,18
19,19.5,13.75
22,22,21
16,16,21
16,10,18
18,11,20.5
14,10,20
22,27,18.5
5,16.5,16.25
24,23,16.5
25,19.5,17.75
17,21.5,17.75
12,21,20.5
14,16,22
14,15,16.5
10,20,17
21,25.5,24.75
25,27.5,14.75
6,11,13.5
10,15,21.5
15,23.5,14.75
13,12.5,8.25
13,8.5,10.25
26,22,16
15,21.5,25.75
25,21.5,24.75
26,27,14.5
9,10.5,19.25
10,18,22
17,20.5,20.25
21,18.5,22.25
8,8,13
16,21,12.5
25,24.5,16.25
5,6.5,4.25
11,17.5,20.75
26,24,16
20,15,16.5
15,18.5,22.25
13,20.5,25.25
21,25.5,27.75
20,20,18
18,12,7
2,7,12.5
25,22.5,26.25
17,24.5,24.25
22,22,15
24,18,17
23,24.5,13.25
20,26,26
25,25.5,23.75
13,16.5,14.25
11,10.5,11.25
17,12.5,9.25
23,14.5,17.25
23,21.5,22.75
21,21.5,20.75
22,24,13
11,7.5,14.75
9,18.5,19.25
22,21,19.5
6,9,18.5
8,19,19.5
19,23.5,22.75
19,15.5,18.75
17,23.5,12.75
10,8,17
15,12.5,15.25
17,24.5,24.25
17,21.5,11.75
8,14,22
21,12.5,19.25
9,11.5,18.75
12,22,25
27,17.5,10.75
22,21,18.5
14,12,13
19,17.5,12.75
15,21.5,24.75
17,19.5,18.75
17,16.5,11.25
19,25.5,21.75
13,22.5,15.25
3,13.5,15.75
18,22,12
19,22.5,21.25
17,19.5,19.75
18,20,12
23,24.5,24.25
19,24.5,24.25
18,11,11.5
15,10.5,14.25
13,9.5,15.75
12,19,20.5
29,25.5,13.75
6,19,24.5
6,5,14.5
15,18.5,13.25
7,14.5,19.25
13,15.5,18.75
18,15,9.5
13,15.5,19.75
22,21,15.5
23,15.5,17.75
14,14,21
22,24,15
23,21.5,23.75
21,19.5,20.75
27,18.5,18.25
18,25,22.5
7,17.5,14.75
12,21,13.5
19,15.5,9.75
8,16,19
23,18.5,16.25
23,27.5,16.75
20,25,25.5
22,16,13
19,16.5,10.25
12,17,9.5
17,12.5,16.25
22,18,15
10,14,22
5,5.5,15.75
4,4,6
12,11,6.5
22,20,15
4,12,12
15,16.5,21.25
21,21.5,20.75
13,12.5,12.25
21,22.5,17.25
21,15.5,17.75
4,13,18.5
10,8,15
16,14,22
20,17,23.5
14,19,12.5
25,27.5,21.75
20,13,15.5
23,27.5,15.75
28,17,21.5
8,13,7.5
12,20,17
29,16.5,17.25
10,12,10
7,10.5,14.25
3,5.5,15.75
6,14,20
20,16,20
19,22.5,15.25
5,15.5,22.75
17,10.5,17.25
12,11,16.5
9,16.5,11.25
14,11,11.5
8,15,16.5
11,7.5,6.75
14,15,17.5
17,20.5,21.25
25,25.5,26.75
18,21,24.5
15,16.5,19.25
12,16,13
14,12,19
23,23.5,15.75
29,16.5,13.25
4,13,9.5
24,28,21
9,15.5,19.75
7,11.5,6.75
13,15.5,20.75
7,7.5,11.75
12,11,9.5
15,15.5,10.75
9,6.5,4.25
20,14,10
18,11,10.5
23,25.5,18.75
10,20,14
9,20.5,20.25
25,25.5,15.75
7,13.5,12.75
17,10.5,10.25
19,24.5,24.25
8,18,24
8,16,19
13,9.5,15.75
12,15,15.5
19,22.5,24.25
4,9,6.5
13,10.5,10.25
28,23,14.5
13,20.5,17.25
17,10.5,14.25
28,18,12
24,21,18.5
3,10.5,18.25
18,22,18
14,12,21
28,27,16.5
17,12.5,12.25
16,21,12.5
14,13,14.5
13,8.5,15.25
8,20,15
12,9,7.5
10,11,8.5
26,20,11
12,15,17.5
15,19.5,14.75
15,21.5,14.75
16,10,7
27,25.5,26.75
22,23,25.5
18,11,14.5
21,25.5,14.75
14,22,14
9,20.5,22.25
12,17,10.5
11,14.5,16.25
22,26,16
19,14.5,8.25
14,9,13.5
11,14.5,14.25
16,19,19.5
16,11,11.5
19,16.5,15.25
15,19.5,19.75
15,16.5,22.25
21,12.5,11.25
18,12,7
14,14,14
21,12.5,7.25
16,22,14
16,12,10
28,20,16
13,20.5,18.25
7,15.5,20.75
9,7.5,14.75
14,14,11
15,15.5,8.75
7,8.5,15.25
19,24.5,24.25
9,19.5,16.75
22,19,13.5
15,23.5,26.75
26,20,12
12,16,19
26,27,16.5
19,25.5,27.75
20,16,17
4,7,7.5
11,9.5,17.75
10,7,17.5
22,24,23
14,10,14
14,20,23
8,15,14.5
19,12.5,16.25
8,9,9.5
26,19,15.5
13,17.5,13.75
21,23.5,25.75
21,22.5,13.25
17,22.5,16.25
30,18,15
12,21,18.5
19,24.5,13.25
5,16.5,9.25
13,12.5,17.25
17,21.5,21.75
8,19,20.5
16,10,9
15,23.5,19.75
10,8,14
11,21.5,15.75
14,22,17
28,18,24
8,20,21
8,18,15
16,16,9
16,17,18.5
8,15,18.5
10,10,18
15,18.5,10.25
8,17,10.5
18,17,20.5
20,18,14
13,9.5,17.75
6,9,17.5
7,11.5,16.75
18,16,12
25,24.5,24.25
3,7.5,13.75
8,10,18
12,14,9
4,11,10.5
11,13.5,17.75
20,13,9.5
19,23.5,15.75
15,23.5,15.75
2,7,4.5
21,13.5,14.75
4,13,18.5
6,5,11.5
17,13.5,7.75
22,13,10.5
23,19.5,24.75
20,21,12.5
13,22.5,14.25
29,19.5,14.75
18,12,13
20,18,21
28,23,13.5
16,12,13
18,19,15.5
16,15,22.5
11,11.5,9.75
11,19.5,22.75
17,18.5,22.25
17,24.5,18.25
28,18,23
5,12.5,17.25
21,13.5,19.75
25,19.5,19.75
16,17,9.5
12,16,10
20,12,12
16,24,20
19,22.5,24.25
11,21.5,16.75
15,18.5,10.25
20,13,10.5
19,19.5,15.75
9,9.5,7.75
19,24.5,19.25
20,22,26
19,18.5,15.25
21,19.5,15.75
9,7.5,14.75
10,19,14.5
21,16.5,14.25
15,9.5,17.75
22,18,16
18,21,12.5
18,20,19
13,15.5,15.75
24,15,11.5
15,15.5,8.75
4,9,14.5
23,23.5,26.75
18,17,19.5
9,15.5,13.75
21,25.5,23.75
18,20,12
19,25.5,21.75
12,20,23
13,22.5,22.25
24,20,24
18,19,18.5
22,24,22
12,15,14.5
23,20.5,18.25
8,14,20
9,10.5,20.25
12,8,15
22,18,13
9,6.5,14.25
15,18.5,22.25
16,24,17
20,20,18
19,25.5,14.75
9,8.5,14.25
21,26.5,17.25
21,14.5,10.25
21,17.5,15.75
21,13.5,18.75
21,16.5,23.25
6,6,7
10,13,12.5
17,22.5,17.25
18,25,21.5
20,19,20.5
18,14,13
18,11,13.5
15,16.5,15.25
8,15,21.5
8,11,8.5
15,12.5,12.25
18,22,14
6,5,11.5
16,12,13
23,20.5,24.25
7,11.5,13.75
19,11.5,11.75
16,17,14.5
19,22.5,25.25
18,12,7
17,11.5,7.75
18,20,15
13,22.5,25.25
20,25,24.5
20,15,12.5
23,20.5,25.25
30,23,26.5
16,23,20.5
16,23,13.5
17,15.5,12.75
6,19,24.5
16,23,20.5
20,12,15
29,22.5,12.25
16,16,21
15,11.5,9.75
16,18,17
15,16.5,9.25
17,15.5,18.75
25,21.5,14.75
13,20.5,22.25
25,27.5,16.75
18,15,8.5
17,12.5,10.25
16,13,16.5
11,14.5,13.25
4,4,16
18,13,18.5
16,19,11.5
20,16,16
24,22,21
26,18,11
19,20.5,19.25
21,24.5,17.25
18,16,16
12,10,15
23,17.5,18.75
22,13,11.5
16,14,13
18,15,20.5
14,11,17.5
16,18,24
14,19,21.5
15,11.5,19.75
6,12,17
17,16.5,23.25
20,14,16
16,15,8.5
20,26,20
10,12,12
9,9.5,12.75
5,7.5,13.75
11,14.5,21.25
11,7.5,4.75
7,19.5,16.75
19,17.5,21.75
22,24,14
11,15.5,12.75
11,20.5,11.25
24,14,16
3,14.5,21.25
25,27.5,21.75
10,8,10
7,16.5,9.25
14,12,9
22,21,19.5
27,29.5,16.75
26,21,22.5
17,14.5,11.25
11,21.5,13.75
10,21,17.5
15,18.5,13.25
12,15,13.5
5,10.5,8.25
9,9.5,15.75
23,19.5,21.75
23,20.5,14.25
10,12,20
16,22,17
9,18.5,16.25
23,19.5,13.75
17,23.5,21.75
17,12.5,8.25
27,21.5,25.75
7,14.5,21.25
7,6.5,14.25
18,13,9.5
5,4.5,7.25
10,8,13
11,11.5,18.75
12,10,18
12,20,13
12,9,10.5
8,17,10.5
13,15.5,16.75
13,16.5,12.25
21,17.5,9.75
13,8.5,19.25
10,19,22.5
24,16,15
22,25,22.5
7,11.5,16.75
18,18,21
21,21.5,15.75
24,23,23.5
10,14,11
22,15,11.5
19,15.5,20.75
10,19,15.5
21,13.5,8.75
26,18,18
10,12,14
12,15,15.5
17,13.5,14.75
20,24,20
18,12,15
18,13,14.5
14,21,11.5
19,14.5,13.25
5,15.5,9.75
14,19,15.5
11,9.5,11.75
21,19.5,24.75
27,22.5,17.25
12,10,20
13,16.5,16.25
14,16,13
12,20,17
11,21.5,20.75
15,14.5,13.25
16,11,6.5
5,12.5,7.25
17,16.5,22.25
23,15.5,18.75
12,17,15.5
14,22,26
10,8,15
15,22.5,16.25
17,21.5,18.75
25,19.5,11.75
19,17.5,18.75
21,15.5,9.75
21,16.5,14.25
26,20,14
18,11,20.5
2,3,8.5
11,14.5,12.25
14,12,21
22,13,14.5
22,18,24
21,26.5,18.25
26,28,18
7,10.5,7.25
10,20,13
23,24.5,23.25
20,15,11.5
15,12.5,17.25
18,19,18.5
19,12.5,12.25
17,22.5,19.25
14,14,15
10,21,22.5
10,15,8.5
25,24.5,14.25
5,4.5,3.25
17,11.5,11.75
12,19,10.5
12,14,18
8,7,7.5
19,19.5,19.75
18,19,12.5
22,24,27
19,21.5,16.75
24,20,22
22,27,14.5
23,26.5,17.25
8,9,15.5
14,13,8.5
10,7,7.5
9,10.5,10.25
13,19.5,21.75
27,24.5,18.25
9,19.5,15.75
23,19.5,13.75
11,17.5,12.75
21,13.5,8.75
28,27,27.5
13,14.5,14.25
11,13.5,15.75
11,21.5,23.75
17,18.5,10.25
4,5,7.5
26,16,11
18,12,19
19,15.5,20.75
14,14,19
21,26.5,20.25
22,24,18
17,13.5,18.75
17,20.5,13.25
14,20,18
20,19,16.5
18,20,14
16,13,16.5
13,22.5,24.25
18,23,26.5
22,16,17
15,20.5,13.25
12,17,17.5
23,27.5,22.75
21,14.5,16.25
13,22.5,25.25
12,8,11
20,18,17
13,18.5,11.25
28,25,25.5
23,27.5,23.75
19,24.5,21.25
19,21.5,12.75
17,17.5,12.75
24,23,15.5
14,13,12.5
19,15.5,12.75
18,20,15
14,15,15.5
25,16.5,10.25
20,15,11.5
26,20,16
12,8,18
15,20.5,14.25
18,13,9.5
30,21,24.5
7,6.5,4.25
6,6,7
18,23,18.5
13,11.5,13.75
14,20,16
13,18.5,24.25
14,13,20.5
21,16.5,15.25
13,19.5,21.75
9,6.5,9.25
27,16.5,18.25
17,13.5,7.75
5,4.5,14.25
8,16,9
23,23.5,12.75
16,10,15
18,22,13
20,19,15.5
16,14,11
10,16,21
22,25,22.5
19,21.5,19.75
11,12.5,21.25
12,21,20.5
22,27,22.5
10,8,7
24,16,9
11,8.5,19.25
11,8.5,11.25
17,16.5,18.25
26,20,16
22,17,21.5
24,24,13
18,15,19.5
10,9,18.5
15,13.5,18.75
10,13,16.5
13,8.5,10.25
16,15,17.5
22,21,14.5
24,21,12.5
24,17,15.5
25,14.5,10.25
6,11,12.5
13,19.5,18.75
22,25,17.5
15,12.5,8.25
11,18.5,11.25
24,25,15.5
8,19,17.5
19,23.5,24.75
14,9,12.5
21,19.5,14.75
10,10,15
19,11.5,7.75
17,12.5,16.25
23,18.5,15.25
17,18.5,15.25
21,22.5,12.25
8,14,19
13,22.5,25.25
10,7,15.5
12,19,18.5
17,19.5,16.75
20,17,15.5
18,25,22.5
16,21,16.5
14,21,18.5
15,12.5,14.25
7,9.5,19.75
14,15,19.5
5,7.5,10.75
13,17.5,17.75
21,18.5,24.25
25,18.5,10.25
17,21.5,25.75
10,7,16.5
13,19.5,18.75
19,18.5,16.25
17,24.5,24.25
6,8,14
13,15.5,21.75
16,15,9.5
11,15.5,18.75
19,19.5,13.75
7,5.5,14.75
19,16.5,11.25
12,8,8
14,12,10
19,14.5,18.25
22,15,16.5
24,28,23
12,21,25.5
11,14.5,21.25
5,12.5,9.25
19,25.5,20.75
21,13.5,7.75
9,11.5,7.75
14,9,10.5
11,15.5,8.75
23,27.5,16.75
2,7,18.5
17,13.5,12.75
10,13,15.5
21,12.5,15.25
17,10.5,18.25
18,21,21.5
19,16.5,10.25
19,11.5,10.75
13,20.5,22.25
23,27.5,20.75
17,10.5,17.25
12,18,20
12,20,25
20,12,9
27,21.5,16.75
19,18.5,15.25
16,16,19
2,12,19
10,12,11
12,20,24
26,16,18
7,17.5,22.75
20,23,24.5
13,9.5,8.75
23,19.5,24.75
21,13.5,19.75
10,11,16.5
20,15,14.5
17,18.5,16.25
27,20.5,24.25
26,15,20.5
4,15,10.5
7,12.5,21.25
13,12.5,10.25
16,12,19
25,25.5,23.75
23,22.5,23.25
19,17.5,19.75
18,17,9.5
8,10,19
22,22,17
9,12.5,18.25
13,19.5,20.75
16,13,7.5
23,16.5,16.25
10,9,17.5
17,23.5,22.75
13,13.5,21.75
12,8,5
12,12,17
2,5,13.5
25,26.5,14.25
26,26,21
19,14.5,13.25
16,14,10
28,16,18
13,10.5,16.25
15,15.5,15.75
13,18.5,11.25
13,21.5,23.75
12,14,13
14,15,11.5
17,21.5,17.75
14,13,7.5
28,23,23.5
25,17.5,21.75
15,19.5,19.75
14,20,23
4,9,10.5
19,25.5,22.75
8,17,18.5
18,13,12.5
7,11.5,16.75
23,15.5,16.75
6,12,11
15,22.5,13.25
19,20.5,11.25
6,15,9.5
15,15.5,18.75
13,19.5,11.75
23,26.5,16.25
13,16.5,16.25
20,23,23.5
12,10,19
16,17,21.5
21,14.5,12.25
11,20.5,13.25
14,17,13.5
13,22.5,23.25
22,15,21.5
9,6.5,16.25
23,25.5,24.75
10,12,17
2,9,7.5
7,10.5,9.25
20,16,11
22,14,13
15,9.5,9.75
28,21,11.5
14,11,20.5
15,18.5,14.25
14,11,19.5
20,21,19.5
26,27,26.5
11,7.5,16.75
16,17,15.5
12,19,10.5
25,17.5,16.75
9,17.5,16.75
13,16.5,19.25
25,26.5,28.25
6,5,7.5
18,13,16.5
18,16,19
8,7,15.5
13,16.5,12.25
15,17.5,14.75
20,18,21
21,26.5,19.25
15,15.5,17.75
13,18.5,14.25
16,15,11.5
7,17.5,23.75
12,20,11
18,22,17
15,10.5,15.25
22,25,27.5
7,12.5,19.25
22,19,15.5
23,14.5,15.25
15,16.5,15.25
13,11.5,11.75
25,17.5,15.75
13,8.5,13.25
15,20.5,11.25
7,6.5,12.25
16,19,15.5
18,24,14
15,16.5,22.25
21,24.5,21.25
21,23.5,25.75
26,29,19.5
27,29.5,26.75
8,15,16.5
3,7.5,12.75
18,16,22
16,14,19
24,14,11
10,9,13.5
17,12.5,15.25
19,16.5,23.25
15,15.5,16.75
22,27,16.5
19,15.5,8.75
14,12,21
23,13.5,20.75
9,16.5,16.25
11,10.5,17.25
22,16,10
4,9,18.5
25,23.5,12.75
13,18.5,13.25
17,20.5,18.25
7,16.5,21.25
12,15,14.5
10,11,19.5
18,15,21.5
22,27,22.5
16,10,16
10,17,14.5
15,12.5,16.25
27,27.5,26.75
6,10,8
11,19.5,13.75
16,20,24
25,15.5,9.75
22,15,22.5
23,27.5,26.75
24,19,22.5
15,19.5,11.75
9,15.5,13.75
10,12,12
8,16,23
12,19,17.5
13,20.5,15.25
21,25.5,14.75
15,13.5,18.75
7,18.5,12.25
13,15.5,9.75
9,11.5,15.75
8,16,23
18,23,23.5
29,21.5,21.75
16,22,12
12,12,16
21,19.5,10.75
14,23,20.5
22,19,16.5
28,17,15.5
9,10.5,20.25
9,13.5,9.75
16,10,15
13,12.5,14.25
15,17.5,12.75
9,16.5,13.25
13,8.5,18.25
13,15.5,8.75
2,13,16.5
21,23.5,26.75
18,16,22
8,19,23.5
26,20,14
18,18,10
20,26,17
22,18,16
13,14.5,15.25
19,11.5,18.75
11,12.5,13.25
21,14.5,14.25
17,12.5,11.25
29,17.5,9.75
23,26.5,18.25
26,22,14
7,14.5,8.25
13,14.5,17.25
19,11.5,19.75
7,10.5,17.25
11,20.5,17.25
11,14.5,12.25
21,21.5,21.75
14,15,14.5
18,20,14
16,12,15
16,16,23
16,16,18
11,20.5,18.25
21,24.5,24.25
28,27,23.5
8,9,17.5
6,8,15
12,17,9.5
21,25.5,16.75
11,16.5,19.25
13,11.5,13.75
22,26,28
12,19,23.5
22,23,14.5
23,26.5,22.25
22,13,9.5
18,11,19.5
17,16.5,13.25
16,24,21
9,18.5,10.25
20,21,19.5
20,25,25.5
9,17.5,13.75
16,21,23.5
23,15.5,10.75
23,14.5,19.25
2,10,6
21,18.5,14.25
12,16,12
14,11,19.5
23,20.5,18.25
14,18,16
5,6.5,12.25
25,17.5,16.75
7,14.5,8.25
20,19,22.5
17,23.5,24.75
24,27,22.5
22,23,21.5
18,17,18.5
16,12,18
17,12.5,19.25
24,21,22.5
15,11.5,10.75
9,12.5,9.25
18,16,18
9,9.5,12.75
18,22,12
12,10,7
18,19,20.5
15,22.5,12.25
21,25.5,15.75
18,17,13.5
12,8,15
11,7.5,11.75
27,18.5,13.25
15,17.5,20.75
15,19.5,16.75
20,17,16.5
17,24.5,23.25
19,15.5,16.75
16,16,11
14,15,21.5
11,20.5,11.25
24,28,21
22,20,11
28,19,23.5
18,11,17.5
14,11,7.5
23,16.5,16.25
19,20.5,13.25
17,22.5,23.25
24,27,25.5
17,13.5,12.75
13,10.5,7.25
29,27.5,25.75
14,21,23.5
25,14.5,22.25
25,15.5,18.75
23,14.5,17.25
9,20.5,11.25
6,8,13
23,27.5,27.75
8,16,22
14,13,12.5
14,17,23.5
26,25,21.5
21,22.5,23.25
7,7.5,6.75
10,13,9.5
16,22,18
17,10.5,11.25
11,21.5,15.75
3,7.5,4.75
5,15.5,14.75
11,10.5,16.25
18,21,20.5
25,22.5,26.25
10,16,12
14,9,5.5
22,20,25
19,24.5,15.25
19,20.5,24.25
28,20,12
9,16.5,16.25
15,20.5,20.25
16,18,24
13,8.5,5.25
13,10.5,10.25
15,9.5,10.75
20,18,21
12,13,21.5
14,9,14.5
14,13,21.5
15,20.5,24.25
12,11,6.5
22,22,25
14,16,14
14,22,18
21,17.5,22.75
6,11,19.5
8,14,22
23,21.5,13.75
24,17,10.5
16,15,9.5
11,14.5,20.25
13,16.5,22.25
18,20,13
17,18.5,12.25
17,15.5,13.75
20,14,15
21,20.5,19.25
15,21.5,22.75
19,17.5,12.75
14,18,12
13,15.5,17.75
28,21,25.5
21,12.5,18.25
7,14.5,11.25
12,17,9.5
19,13.5,13.75
18,20,22
17,21.5,11.75
28,29,25.5
9,8.5,11.25
16,14,19
21,16.5,14.25
15,23.5,13.75
15,11.5,8.75
18,22,18
17,21.5,12.75
25,16.5,10.25
4,14,15
11,15.5,9.75
13,19.5,10.75
29,27.5,22.75
14,18,15
14,9,12.5
10,20,24
17,24.5,21.25
15,17.5,13.75
15,9.5,10.75
8,6,10
13,17.5,15.75
18,13,9.5
17,13.5,9.75
9,17.5,23.75
14,14,16
18,16,9
17,11.5,13.75
25,22.5,17.25
12,12,21
9,16.5,13.25
23,15.5,20.75
16,17,21.5
2,8,11
25,27.5,26.75
23,26.5,19.25
14,11,19.5
13,17.5,18.75
14,12,20
17,21.5,21.75
17,13.5,9.75
8,16,15
14,22,18
20,13,14.5
14,17,12.5
26,22,14
17,24.5,23.25
16,21,12.5
24,24,13
15,18.5,19.25
16,20,14
21,20.5,22.25
10,9,10.5
23,22.5,26.25
22,19,17.5
18,13,19.5
25,28.5,26.25
25,19.5,11.75
26,29,28.5
19,14.5,22.25
11,16.5,20.25
28,24,13
12,21,11.5
10,16,10
3,4.5,11.25
5,6.5,11.25
23,26.5,25.25
6,10,17
17,18.5,13.25
13,10.5,11.25
9,13.5,9.75
19,17.5,10.75
15,16.5,13.25
20,22,16
11,7.5,7.75
26,22,12
11,14.5,22.25
20,13,14.5
7,5.5,16.75
11,21.5,17.75
14,13,7.5
20,18,12
10,18,24
22,14,19
20,22,18
21,26.5,24.25
8,6,12
18,12,9
30,17,12.5
13,9.5,19.75
16,11,8.5
16,15,13.5
17,16.5,13.25
18,21,11.5
27,18.5,13.25
13,8.5,14.25
12,22,15
8,6,18
19,19.5,15.75
13,11.5,12.75
14,17,22.5
19,14.5,19.25
20,22,21
25,15.5,19.75
4,12,20
6,14,18
9,17.5,17.75
28,27,21.5
18,20,16
24,22,17
15,9.5,16.75
14,19,19.5
24,28,26
25,19.5,19.75
13,14.5,11.25
6,14,19
18,17,13.5
18,15,10.5
13,20.5,20.25
22,21,12.5
6,5,14.5
17,24.5,23.25
16,22,26
11,21.5,20.75
24,16,23
19,12.5,7.25
16,17,16.5
14,14,17
20,15,20.5
16,16,11
24,22,20
19,11.5,19.75
24,25,14.5
17,15.5,18.75
13,14.5,18.25
23,26.5,15.25
10,17,21.5
7,12.5,10.25
11,21.5,17.75
18,14,14
25,21.5,24.75
12,8,11
9,6.5,9.25
16,14,14
14,12,13
25,25.5,13.75
22,21,20.5
15,22.5,18.25
14,14,18
13,9.5,7.75
15,14.5,10.25
12,21,16.5
13,16.5,10.25
5,16.5,22.25
24,22,18
17,16.5,9.25
12,14,19
26,17,11.5
13,11.5,16.75
18,21,18.5
13,16.5,12.25
21,17.5,10.75
29,30.5,24.25
14,11,17.5
17,12.5,15.25
9,16.5,18.25
21,26.5,18.25
25,16.5,9.25
16,11,9.5
18,22,15
7,12.5,15.25
11,9.5,13.75
26,19,21.5
29,30.5,21.25
7,17.5,16.75
9,8.5,18.25
26,18,17
17,17.5,9.75
21,14.5,16.25
23,24.5,22.25
10,14,15
15,23.5,15.75
14,14,17
25,20.5,20.25
14,17,22.5
7,8.5,16.25
17,12.5,13.25
18,12,20
24,17,16.5
12,16,11
21,13.5,10.75
15,21.5,17.75
20,24,20
26,28,25
15,15.5,13.75
17,13.5,17.75
6,19,16.5
11,8.5,17.25
5,16.5,18.25
26,28,25
14,20,24
8,17,12.5
17,21.5,18.75
15,20.5,18.25
18,11,9.5
28,24,21
18,24,16
11,7.5,5.75
21,12.5,9.25
23,16.5,11.25
19,23.5,18.75
8,9,17.5
15,13.5,20.75
12,19,19.5
22,14,11
17,19.5,22.75
20,20,15
14,20,14
28,22,13
18,12,14
20,23,24.5
13,9.5,18.75
29,30.5,23.25
8,7,8.5
16,17,21.5
15,19.5,13.75
13,21.5,23.75
17,23.5,13.75
18,17,22.5
7,12.5,16.25
23,21.5,13.75
16,19,10.5
17,13.5,16.75
15,9.5,10.75
17,14.5,10.25
21,12.5,18.25
16,12,8
21,21.5,18.75
17,16.5,23.25
13,21.5,14.75
13,18.5,21.25
18,12,15
20,20,13
6,19,10.5
11,19.5,24.75
24,28,17
9,6.5,14.25
14,13,19.5
18,24,19
28,19,15.5
10,18,17
18,12,8
4,13,7.5
23,27.5,14.75
14,14,13
12,9,10.5
16,20,15
16,13,15.5
23,25.5,17.75
19,16.5,19.25
18,20,13
16,10,8
23,18.5,14.25
18,18,22
10,11,9.5
25,16.5,11.25
19,25.5,21.75
9,14.5,10.25
29,27.5,20.75
20,16,14
14,18,21
16,20,22
16,23,12.5
13,14.5,8.25
15,9.5,9.75
15,16.5,10.25
6,16,10
10,10,15
11,8.5,14.25
21,20.5,22.25
21,24.5,27.25
23,14.5,8.25
22,25,16.5
26,19,12.5
7,12.5,20.25
11,20.5,14.25
27,25.5,19.75
12,10,16
21,20.5,23.25
19,13.5,9.75
17,14.5,18.25
16,24,14
16,12,15
21,15.5,15.75
19,25.5,23.75
13,10.5,10.25
7,13.5,7.75
18,17,16.5
21,15.5,13.75
17,15.5,8.75
23,22.5,18.25
16,12,14
18,20,24
12,11,17.5
11,15.5,15.75
10,21,15.5
25,18.5,11.25
16,10,6
11,11.5,12.75
13,13.5,21.75
14,12,21
21,15.5,10.75
16,24,16
11,14.5,13.25
21,22.5,15.25
4,11,10.5
25,14.5,8.25
18,11,13.5
5,14.5,22.25
8,18,20
18,15,22.5
17,20.5,14.25
22,13,7.5
22,26,17
23,23.5,26.75
8,15,11.5
11,14.5,20.25
21,18.5,18.25
16,17,12.5
17,22.5,25.25
8,13,20.5
15,9.5,8.75
15,9.5,17.75
17,19.5,15.75
9,14.5,19.25
14,22,22
21,17.5,23.75
17,11.5,17.75
28,26,15
10,20,13
21,19.5,16.75
18,15,18.5
29,23.5,26.75
13,12.5,20.25
22,16,20
11,12.5,18.25
15,20.5,14.25
3,5.5,5.75
22,18,19
24,14,21
25,24.5,17.25
13,18.5,15.25
23,27.5,28.75
20,12,16
14,21,19.5
5,5.5,17.75
17,14.5,10.25
21,23.5,24.75
10,16,13
14,17,19.5
15,12.5,8.25
12,16,19
27,29.5,22.75
14,22,21
25,15.5,12.75
28,17,19.5
13,18.5,15.25
20,16,21
13,22.5,14.25
20,19,15.5
10,19,23.5
24,20,21
17,24.5,23.25
12,22,13
17,18.5,12.25
26,28,24
16,15,10.5
9,14.5,9.25
16,23,25.5
26,29,21.5
21,26.5,22.25
17,19.5,23.75
24,20,24
26,20,11
19,14.5,21.25
9,12.5,16.25
15,23.5,18.75
8,15,12.5
11,17.5,14.75
14,14,21
2,15,17.5
19,23.5,15.75
21,25.5,16.75
12,9,5.5
14,18,22
8,13,19.5
4,16,23
14,22,17
8,10,12
9,19.5,10.75
14,17,9.5
12,12,16
25,18.5,10.25
20,26,14
11,20.5,17.25
18,15,22.5
19,14.5,20.25
13,13.5,10.75
29,17.5,23.75
18,12,10
20,22,25
17,23.5,13.75
12,12,11
19,22.5,12.25
28,19,11.5
12,22,18
17,17.5,11.75
25,21.5,11.75
17,23.5,12.75
20,21,12.5
22,17,12.5
24,21,11.5
15,18.5,18.25
18,25,27.5
23,17.5,17.75
11,18.5,16.25
12,9,9.5
26,22,24
18,17,17.5
10,17,20.5
13,12.5,13.25
21,16.5,15.25
17,20.5,25.25
25,24.5,19.25
30,21,22.5
17,15.5,11.75
9,14.5,11.25
15,9.5,6.75
16,22,19
2,14,13
16,19,11.5
12,17,13.5
18,16,16
13,9.5,9.75
22,23,17.5
5,6.5,12.25
6,14,20
16,22,18
13,13.5,14.75
18,17,13.5
17,13.5,15.75
25,22.5,25.25
14,14,15
14,10,6
15,17.5,10.75
12,10,6
12,20,11
12,14,12
15,12.5,14.25
26,16,10
23,16.5,12.25
26,23,19.5
25,14.5,9.25
10,15,15.5
22,25,17.5
12,12,12
19,24.5,13.25
12,13,9.5
16,23,19.5
11,16.5,20.25
17,18.5,22.25
14,17,15.5
17,14.5,10.25
5,8.5,10.25
22,22,24
9,15.5,9.75
10,16,9
14,23,17.5
15,14.5,20.25
8,19,15.5
24,16,15
13,8.5,5.25
27,16.5,15.25
18,18,21
4,12,7
5,8.5,10.25
19,18.5,13.25
22,22,14
10,14,16
16,19,17.5
